Temperature (K),B2V (Hard Sphere (Å^3/mol)),B2V (Square Well(Å^3/mol)),B2V (Lennard-Jones(Å^3/mol))
448.0,4.938359897252319e+25,1.4594668441521353e+25,4.940258415291451e+24
449.0,4.938359897252319e+25,1.468259206999176e+25,5.015807265949023e+24
450.0,4.938359897252319e+25,1.477007455357531e+25,5.090969318364661e+24
451.0,4.938359897252319e+25,1.485711918971909e+25,5.165747369210616e+24
452.0,4.938359897252319e+25,1.4943729243215008e+25,5.240144188606486e+24
453.0,4.938359897252319e+25,1.5029907946601834e+25,5.314162520432049e+24
454.0,4.938359897252319e+25,1.5115658500561075e+25,5.387805082635958e+24
455.0,4.938359897252319e+25,1.5200984074307097e+25,5.461074567539779e+24
456.0,4.938359897252319e+25,1.5285887805971528e+25,5.533973642138184e+24
457.0,4.938359897252319e+25,1.5370372802982093e+25,5.606504948394519e+24
458.0,4.938359897252319e+25,1.545444214243604e+25,5.678671103532426e+24
459.0,4.938359897252319e+25,1.5538098871467834e+25,5.750474700323679e+24
460.0,4.938359897252319e+25,1.562134600761195e+25,5.821918307371398e+24
461.0,4.938359897252319e+25,1.5704186539160038e+25,5.893004469390009e+24
462.0,4.938359897252319e+25,1.578662342551323e+25,5.963735707480831e+24
463.0,4.938359897252319e+25,1.5868659597529142e+25,6.034114519404105e+24
464.0,4.938359897252319e+25,1.5950297957864187e+25,6.104143379847392e+24
465.0,4.938359897252319e+25,1.6031541381310679e+25,6.173824740689872e+24
466.0,4.938359897252319e+25,1.6112392715129405e+25,6.243161031263453e+24
467.0,4.938359897252319e+25,1.61928547793772e+25,6.31215465861009e+24
468.0,4.938359897252319e+25,1.6272930367230088e+25,6.380808007735568e+24
469.0,4.938359897252319e+25,1.6352622245301732e+25,6.449123441860086e+24
470.0,4.938359897252319e+25,1.6431933153957415e+25,6.517103302665099e+24
471.0,4.938359897252319e+25,1.651086580762352e+25,6.584749910536879e+24
472.0,4.938359897252319e+25,1.6589422895092809e+25,6.65206556480724e+24
473.0,4.938359897252319e+25,1.6667607079825274e+25,6.71905254399034e+24
474.0,4.938359897252319e+25,1.674542100024474e+25,6.785713106016689e+24
475.0,4.938359897252319e+25,1.6822867270031527e+25,6.852049488464006e+24
476.0,4.938359897252319e+25,1.6899948478410836e+25,6.918063908784806e+24
477.0,4.938359897252319e+25,1.6976667190437203e+25,6.983758564531226e+24
478.0,4.938359897252319e+25,1.7053025947275e+25,7.049135633576502e+24
479.0,4.938359897252319e+25,1.7129027266474928e+25,7.114197274333773e+24
480.0,4.938359897252319e+25,1.720467364224704e+25,7.17894562597194e+24
481.0,4.938359897252319e+25,1.7279967545729477e+25,7.243382808628433e+24
482.0,4.938359897252319e+25,1.7354911425254016e+25,7.307510923619525e+24
483.0,4.938359897252319e+25,1.7429507706607587e+25,7.371332053647682e+24
484.0,4.938359897252319e+25,1.7503758793290444e+25,7.434848263005948e+24
485.0,4.938359897252319e+25,1.757766706677073e+25,7.498061597780226e+24
486.0,4.938359897252319e+25,1.7651234886735554e+25,7.560974086048461e+24
487.0,4.938359897252319e+25,1.7724464591338602e+25,7.623587738077088e+24
488.0,4.938359897252319e+25,1.7797358497444586e+25,7.685904546515619e+24
489.0,4.938359897252319e+25,1.786991890087012e+25,7.747926486587711e+24
490.0,4.938359897252319e+25,1.794214807662153e+25,7.809655516280845e+24
491.0,4.938359897252319e+25,1.8014048279129431e+25,7.871093576532282e+24
492.0,4.938359897252319e+25,1.808562174247997e+25,7.932242591414037e+24
493.0,4.938359897252319e+25,1.8156870680643274e+25,7.993104468314228e+24
494.0,4.938359897252319e+25,1.8227797287698574e+25,8.053681098116829e+24
495.0,4.938359897252319e+25,1.8298403738056406e+25,8.113974355378792e+24
496.0,4.938359897252319e+25,1.836869218667786e+25,8.173986098504996e+24
497.0,4.938359897252319e+25,1.8438664769291038e+25,8.23371816992101e+24
498.0,4.938359897252319e+25,1.8508323602604232e+25,8.293172396243452e+24
499.0,4.938359897252319e+25,1.8577670784516842e+25,8.352350588448434e+24
500.0,4.938359897252319e+25,1.8646708394327003e+25,8.411254542037706e+24
501.0,4.938359897252319e+25,1.8715438492936805e+25,8.469886037202674e+24
502.0,4.938359897252319e+25,1.8783863123054614e+25,8.528246838986527e+24
503.0,4.938359897252319e+25,1.8851984309394896e+25,8.586338697443928e+24
504.0,4.938359897252319e+25,1.8919804058875207e+25,8.644163347799188e+24
505.0,4.938359897252319e+25,1.8987324360810852e+25,8.701722510602173e+24
506.0,4.938359897252319e+25,1.9054547187106812e+25,8.759017891882079e+24
507.0,4.938359897252319e+25,1.9121474492447328e+25,8.816051183299755e+24
508.0,4.938359897252319e+25,1.9188108214482792e+25,8.872824062297576e+24
509.0,4.938359897252319e+25,1.925445027401453e+25,8.929338192247981e+24
510.0,4.938359897252319e+25,1.9320502575176875e+25,8.985595222599718e+24
511.0,4.938359897252319e+25,1.938626700561717e+25,9.041596789022519e+24
512.0,4.938359897252319e+25,1.945174543667316e+25,9.097344513549903e+24
513.0,4.938359897252319e+25,1.9516939723548377e+25,9.15284000472013e+24
514.0,4.938359897252319e+25,1.9581851705485166e+25,9.208084857715716e+24
515.0,4.938359897252319e+25,1.964648320593535e+25,9.263080654500766e+24
516.0,4.938359897252319e+25,1.9710836032729042e+25,9.317828963957042e+24
517.0,4.938359897252319e+25,1.9774911978240925e+25,9.372331342018108e+24
518.0,4.938359897252319e+25,1.9838712819554728e+25,9.426589331801834e+24
519.0,4.938359897252319e+25,1.9902240318625403e+25,9.480604463741597e+24
520.0,4.938359897252319e+25,1.9965496222439387e+25,9.534378255715267e+24
521.0,4.938359897252319e+25,2.002848226317278e+25,9.587912213173337e+24
522.0,4.938359897252319e+25,2.00912001583475e+25,9.641207829265006e+24
523.0,4.938359897252319e+25,2.0153651610985493e+25,9.694266584962698e+24
524.0,4.938359897252319e+25,2.0215838309760976e+25,9.747089949185595e+24
525.0,4.938359897252319e+25,2.027776192915096e+25,9.799679378921033e+24
526.0,4.938359897252319e+25,2.0339424129583494e+25,9.85203631934491e+24
527.0,4.938359897252319e+25,2.040082655758449e+25,9.904162203940426e+24
528.0,4.938359897252319e+25,2.046197084592245e+25,9.956058454615352e+24
529.0,4.938359897252319e+25,2.052285861375145e+25,1.0007726481818036e+25
530.0,4.938359897252319e+25,2.058349146675237e+25,1.0059167684651984e+25
531.0,4.938359897252319e+25,2.064387099727239e+25,1.0110383450989103e+25
532.0,4.938359897252319e+25,2.070399878446275e+25,1.016137515758128e+25
533.0,4.938359897252319e+25,2.0763876394414686e+25,1.0212144170171332e+25
534.0,4.938359897252319e+25,2.082350538029401e+25,1.0262691843601712e+25
535.0,4.938359897252319e+25,2.0882887282473627e+25,1.0313019521922942e+25
536.0,4.938359897252319e+25,2.094202362866474e+25,1.0363128538499612e+25
537.0,4.938359897252319e+25,2.1000915934046297e+25,1.041302021611646e+25
538.0,4.938359897252319e+25,2.105956570139296e+25,1.0462695867081877e+25
539.0,4.938359897252319e+25,2.1117974421201345e+25,1.0512156793331097e+25
540.0,4.938359897252319e+25,2.11761435718149e+25,1.0561404286528138e+25
541.0,4.938359897252319e+25,2.1234074619547177e+25,1.0610439628165698e+25
542.0,4.938359897252319e+25,2.129176901880373e+25,1.0659264089665096e+25
543.0,4.938359897252319e+25,2.1349228212202227e+25,1.0707878932474027e+25
544.0,4.938359897252319e+25,2.1406453630691546e+25,1.0756285408163889e+25
545.0,4.938359897252319e+25,2.1463446693669046e+25,1.0804484758525383e+25
546.0,4.938359897252319e+25,2.1520208809096765e+25,1.0852478215663615e+25
547.0,4.938359897252319e+25,2.157674137361583e+25,1.090026700209157e+25
548.0,4.938359897252319e+25,2.163304577265998e+25,1.0947852330822828e+25
549.0,4.938359897252319e+25,2.1689123380567256e+25,1.0995235405463056e+25
550.0,4.938359897252319e+25,2.174497556069071e+25,1.1042417420300478e+25
551.0,4.938359897252319e+25,2.180060366550763e+25,1.1089399560395504e+25
552.0,4.938359897252319e+25,2.1856009036727444e+25,1.113618300166881e+25
553.0,4.938359897252319e+25,2.1911193005398458e+25,1.1182768910989148e+25
554.0,4.938359897252319e+25,2.1966156892013274e+25,1.1229158446259354e+25
555.0,4.938359897252319e+25,2.202090200661297e+25,1.127535275650219e+25
556.0,4.938359897252319e+25,2.2075429648889927e+25,1.1321352981944428e+25
557.0,4.938359897252319e+25,2.212974110828973e+25,1.1367160254100656e+25
558.0,4.938359897252319e+25,2.2183837664111628e+25,1.1412775695855488e+25
559.0,4.938359897252319e+25,2.223772058560777e+25,1.145820042154556e+25
560.0,4.938359897252319e+25,2.2291391132081645e+25,1.150343553703997e+25
561.0,4.938359897252319e+25,2.234485055298497e+25,1.1548482139820044e+25
562.0,4.938359897252319e+25,2.2398100088013572e+25,1.1593341319058408e+25
563.0,4.938359897252319e+25,2.2451140967202336e+25,1.1638014155696821e+25
564.0,4.938359897252319e+25,2.250397441101875e+25,1.16825017225234e+25
565.0,4.938359897252319e+25,2.255660163045562e+25,1.1726805084248845e+25
566.0,4.938359897252319e+25,2.2609023827122575e+25,1.1770925297581775e+25
567.0,4.938359897252319e+25,2.266124219333662e+25,1.181486341130337e+25
568.0,4.938359897252319e+25,2.2713257912211386e+25,1.1858620466341201e+25
569.0,4.938359897252319e+25,2.276507215774579e+25,1.1902197495842004e+25
570.0,4.938359897252319e+25,2.2816686094911287e+25,1.1945595525243799e+25
571.0,4.938359897252319e+25,2.2868100879738293e+25,1.1988815572347245e+25
572.0,4.938359897252319e+25,2.2919317659401577e+25,1.2031858647386201e+25
573.0,4.938359897252319e+25,2.2970337572304754e+25,1.2074725753097407e+25
574.0,4.938359897252319e+25,2.302116174816371e+25,1.211741788478952e+25
575.0,4.938359897252319e+25,2.307179130808914e+25,1.2159936030411275e+25
576.0,4.938359897252319e+25,2.3122227364668115e+25,1.2202281170618978e+25
577.0,4.938359897252319e+25,2.3172471022044753e+25,1.224445427884323e+25
578.0,4.938359897252319e+25,2.3222523376000032e+25,1.228645632135502e+25
579.0,4.938359897252319e+25,2.3272385514030487e+25,1.2328288257330871e+25
580.0,4.938359897252319e+25,2.3322058515426328e+25,1.2369951038917486e+25
581.0,4.938359897252319e+25,2.337154345134844e+25,1.2411445611295624e+25
582.0,4.938359897252319e+25,2.3420841384904624e+25,1.245277291274327e+25
583.0,4.938359897252319e+25,2.346995337122496e+25,1.2493933874698092e+25
584.0,4.938359897252319e+25,2.3518880457536315e+25,1.2534929421819399e+25
585.0,4.938359897252319e+25,2.3567623683236006e+25,1.2575760472049013e+25
586.0,4.938359897252319e+25,2.36161840799648e+25,1.2616427936672053e+25
587.0,4.938359897252319e+25,2.3664562671678763e+25,1.265693272037659e+25
588.0,4.938359897252319e+25,2.371276047472072e+25,1.2697275721312957e+25
589.0,4.938359897252319e+25,2.3760778497890544e+25,1.27374578311522e+25
590.0,4.938359897252319e+25,2.3808617742515005e+25,1.2777479935144228e+25
591.0,4.938359897252319e+25,2.3856279202516563e+25,1.2817342912174807e+25
592.0,4.938359897252319e+25,2.390376386448163e+25,1.2857047634822507e+25
593.0,4.938359897252319e+25,2.395107270772788e+25,1.2896594969414839e+25
594.0,4.938359897252319e+25,2.3998206704370977e+25,1.2935985776083573e+25
595.0,4.938359897252319e+25,2.4045166819390486e+25,1.2975220908819734e+25
596.0,4.938359897252319e+25,2.4091954010695096e+25,1.3014301215528e+25
597.0,4.938359897252319e+25,2.4138569229187155e+25,1.305322753808053e+25
598.0,4.938359897252319e+25,2.418501341882643e+25,1.3092000712369805e+25
599.0,4.938359897252319e+25,2.4231287516693243e+25,1.3130621568361736e+25
600.0,4.938359897252319e+25,2.427739245305082e+25,1.316909093014751e+25
601.0,4.938359897252319e+25,2.43233291514071e+25,1.320740961599503e+25
602.0,4.938359897252319e+25,2.4369098528575852e+25,1.3245578438400074e+25
603.0,4.938359897252319e+25,2.4414701494736967e+25,1.3283598204136811e+25
604.0,4.938359897252319e+25,2.4460138953496297e+25,1.3321469714307466e+25
605.0,4.938359897252319e+25,2.450541180194479e+25,1.335919376439208e+25
606.0,4.938359897252319e+25,2.4550520930716937e+25,1.3396771144297116e+25
607.0,4.938359897252319e+25,2.4595467224048597e+25,1.3434202638403988e+25
608.0,4.938359897252319e+25,2.4640251559834308e+25,1.3471489025617017e+25
609.0,4.938359897252319e+25,2.4684874809683874e+25,1.3508631079410672e+25
610.0,4.938359897252319e+25,2.4729337838978343e+25,1.354562956787658e+25
611.0,4.938359897252319e+25,2.477364150692556e+25,1.3582485253769977e+25
612.0,4.938359897252319e+25,2.4817786666614802e+25,1.3619198894555542e+25
613.0,4.938359897252319e+25,2.486177416507118e+25,1.3655771242452936e+25
614.0,4.938359897252319e+25,2.4905604843309316e+25,1.3692203044481775e+25
615.0,4.938359897252319e+25,2.494927953638632e+25,1.3728495042506263e+25
616.0,4.938359897252319e+25,2.4992799073454493e+25,1.3764647973279122e+25
617.0,4.938359897252319e+25,2.503616427781322e+25,1.3800662568485476e+25
618.0,4.938359897252319e+25,2.5079375966960435e+25,1.3836539554785695e+25
619.0,4.938359897252319e+25,2.512243495264354e+25,1.3872279653858494e+25
620.0,4.938359897252319e+25,2.5165342040909745e+25,1.3907883582443095e+25
621.0,4.938359897252319e+25,2.5208098032156e+25,1.3943352052381014e+25
622.0,4.938359897252319e+25,2.525070372117821e+25,1.397868577065775e+25
623.0,4.938359897252319e+25,2.529315989722002e+25,1.4013885439443703e+25
624.0,4.938359897252319e+25,2.5335467344021317e+25,1.4048951756134778e+25
625.0,4.938359897252319e+25,2.5377626839865737e+25,1.4083885413392655e+25
626.0,4.938359897252319e+25,2.5419639157628216e+25,1.4118687099184693e+25
627.0,4.938359897252319e+25,2.5461505064821704e+25,1.4153357496823147e+25
628.0,4.938359897252319e+25,2.550322532364335e+25,1.4187897285004381e+25
629.0,4.938359897252319e+25,2.5544800691020626e+25,1.4222307137847428e+25
630.0,4.938359897252319e+25,2.558623191865651e+25,1.4256587724932176e+25
631.0,4.938359897252319e+25,2.562751975307443e+25,1.4290739711337334e+25
632.0,4.938359897252319e+25,2.56686649356627e+25,1.4324763757677872e+25
633.0,4.938359897252319e+25,2.5709668202718548e+25,1.43586605201421e+25
634.0,4.938359897252319e+25,2.5750530285491654e+25,1.4392430650528553e+25
635.0,4.938359897252319e+25,2.5791251910227215e+25,1.4426074796282091e+25
636.0,4.938359897252319e+25,2.583183379820859e+25,1.4459593600530324e+25
637.0,4.938359897252319e+25,2.5872276665799484e+25,1.4492987702118935e+25
638.0,4.938359897252319e+25,2.5912581224485937e+25,1.4526257735647125e+25
639.0,4.938359897252319e+25,2.5952748180917415e+25,1.4559404331502577e+25
640.0,4.938359897252319e+25,2.599277823694792e+25,1.459242811589606e+25
641.0,4.938359897252319e+25,2.6032672089676432e+25,1.4625329710895778e+25
642.0,4.938359897252319e+25,2.6072430431487206e+25,1.4658109734461276e+25
643.0,4.938359897252319e+25,2.611205395008925e+25,1.4690768800476913e+25
644.0,4.938359897252319e+25,2.615154332855578e+25,1.472330751878537e+25
645.0,4.938359897252319e+25,2.6190899245363096e+25,1.4755726495220584e+25
646.0,4.938359897252319e+25,2.623012237442921e+25,1.47880263316402e+25
647.0,4.938359897252319e+25,2.626921338515184e+25,1.4820207625958102e+25
648.0,4.938359897252319e+25,2.6308172942446247e+25,1.4852270972176283e+25
649.0,4.938359897252319e+25,2.6347001706782607e+25,1.4884216960416703e+25
650.0,4.938359897252319e+25,2.6385700334223103e+25,1.4916046176952494e+25
651.0,4.938359897252319e+25,2.642426947645842e+25,1.4947759204239082e+25
652.0,4.938359897252319e+25,2.6462709780844142e+25,1.497935662094516e+25
653.0,4.938359897252319e+25,2.6501021890436576e+25,1.5010839001982981e+25
654.0,4.938359897252319e+25,2.653920644402848e+25,1.5042206918538649e+25
655.0,4.938359897252319e+25,2.6577264076184036e+25,1.5073460938102023e+25
656.0,4.938359897252319e+25,2.6615195417273907e+25,1.5104601624496275e+25
657.0,4.938359897252319e+25,2.665300109350973e+25,1.513562953790733e+25
658.0,4.938359897252319e+25,2.6690681726978188e+25,1.5166545234912886e+25
659.0,4.938359897252319e+25,2.672823793567495e+25,1.519734926851107e+25
660.0,4.938359897252319e+25,2.6765670333538168e+25,1.5228042188149251e+25
661.0,4.938359897252319e+25,2.680297953048163e+25,1.5258624539752013e+25
662.0,4.938359897252319e+25,2.684016613242768e+25,1.5289096865749078e+25
663.0,4.938359897252319e+25,2.6877230741339653e+25,1.5319459705103405e+25
664.0,4.938359897252319e+25,2.6914173955254198e+25,1.5349713593338092e+25
665.0,4.938359897252319e+25,2.6950996368313173e+25,1.5379859062563899e+25
666.0,4.938359897252319e+25,2.698769857079516e+25,1.5409896641506273e+25
667.0,4.938359897252319e+25,2.702428114914683e+25,1.5439826855531592e+25
668.0,4.938359897252319e+25,2.7060744686013928e+25,1.5469650226674042e+25
669.0,4.938359897252319e+25,2.7097089760271924e+25,1.5499367273661465e+25
670.0,4.938359897252319e+25,2.7133316947056484e+25,1.5528978511941543e+25
671.0,4.938359897252319e+25,2.7169426817793395e+25,1.5558484453707292e+25
672.0,4.938359897252319e+25,2.720541994022858e+25,1.5587885607922491e+25
673.0,4.938359897252319e+25,2.7241296878457533e+25,1.5617182480347064e+25
674.0,4.938359897252319e+25,2.7277058192954486e+25,1.5646375573561942e+25
675.0,4.938359897252319e+25,2.731270444060152e+25,1.567546538699384e+25
676.0,4.938359897252319e+25,2.734823617471707e+25,1.57044524169397e+25
677.0,4.938359897252319e+25,2.738365394508453e+25,1.5733337156591064e+25
678.0,4.938359897252319e+25,2.7418958297980197e+25,1.5762120096058028e+25
679.0,4.938359897252319e+25,2.745414977620131e+25,1.5790801722393288e+25
680.0,4.938359897252319e+25,2.7489228919093476e+25,1.5819382519615349e+25
681.0,4.938359897252319e+25,2.7524196262578204e+25,1.5847862968732454e+25
682.0,4.938359897252319e+25,2.7559052339179855e+25,1.5876243547765274e+25
683.0,4.938359897252319e+25,2.7593797678052497e+25,1.59045247317703e+25
684.0,4.938359897252319e+25,2.7628432805006547e+25,1.593270699286222e+25
685.0,4.938359897252319e+25,2.7662958242534947e+25,1.5960790800236735e+25
686.0,4.938359897252319e+25,2.769737450983939e+25,1.5988776620192758e+25
687.0,4.938359897252319e+25,2.773168212285611e+25,1.6016664916154704e+25
688.0,4.938359897252319e+25,2.77658815942814e+25,1.604445614869432e+25
689.0,4.938359897252319e+25,2.779997343359702e+25,1.6072150775552302e+25
690.0,4.938359897252319e+25,2.7833958147095334e+25,1.6099749251660128e+25
691.0,4.938359897252319e+25,2.7867836237904137e+25,1.612725202916118e+25
692.0,4.938359897252319e+25,2.790160820601126e+25,1.61546595574319e+25
693.0,4.938359897252319e+25,2.793527454828909e+25,1.618197228310288e+25
694.0,4.938359897252319e+25,2.796883575851868e+25,1.6209190650079614e+25
695.0,4.938359897252319e+25,2.800229232741377e+25,1.6236315099562881e+25
696.0,4.938359897252319e+25,2.8035644742644414e+25,1.6263346070069314e+25
697.0,4.938359897252319e+25,2.806889348886068e+25,1.6290283997451732e+25
698.0,4.938359897252319e+25,2.810203904771572e+25,1.631712931491886e+25
699.0,4.938359897252319e+25,2.8135081897889147e+25,1.6343882453055456e+25
700.0,4.938359897252319e+25,2.8168022515109627e+25,1.637054383984174e+25
701.0,4.938359897252319e+25,2.8200861372177704e+25,1.639711390067309e+25
702.0,4.938359897252319e+25,2.8233598938988233e+25,1.6423593058379338e+25
703.0,4.938359897252319e+25,2.8266235682552644e+25,1.644998173324393e+25
704.0,4.938359897252319e+25,2.829877206702091e+25,1.6476280343022678e+25
705.0,4.938359897252319e+25,2.8331208553703462e+25,1.6502489302962817e+25
706.0,4.938359897252319e+25,2.836354560109285e+25,1.6528609025821758e+25
707.0,4.938359897252319e+25,2.8395783664885105e+25,1.6554639921885118e+25
708.0,4.938359897252319e+25,2.8427923198001104e+25,1.6580582398985529e+25
709.0,4.938359897252319e+25,2.84599646506075e+25,1.6606436862520432e+25
710.0,4.938359897252319e+25,2.849190847013776e+25,1.663220371547023e+25
711.0,4.938359897252319e+25,2.852375510131267e+25,1.6657883358416205e+25
712.0,4.938359897252319e+25,2.8555504986160888e+25,1.6683476189558e+25
713.0,4.938359897252319e+25,2.85871585640393e+25,1.6708982604731164e+25
714.0,4.938359897252319e+25,2.8618716271653163e+25,1.6734402997424757e+25
715.0,4.938359897252319e+25,2.865017854307592e+25,1.6759737758798293e+25
716.0,4.938359897252319e+25,2.8681545809768993e+25,1.6784987277698888e+25
717.0,4.938359897252319e+25,2.871281850060152e+25,1.6810151940678254e+25
718.0,4.938359897252319e+25,2.8743997041869606e+25,1.6835232132009293e+25
719.0,4.938359897252319e+25,2.877508185731564e+25,1.6860228233703045e+25
720.0,4.938359897252319e+25,2.8806073368147244e+25,1.688514062552474e+25
721.0,4.938359897252319e+25,2.883697199305631e+25,1.6909969685010488e+25
722.0,4.938359897252319e+25,2.8867778148237685e+25,1.6934715787483193e+25
723.0,4.938359897252319e+25,2.889849224740765e+25,1.6959379306068907e+25
724.0,4.938359897252319e+25,2.8929114701822404e+25,1.6983960611712383e+25
725.0,4.938359897252319e+25,2.8959645920296273e+25,1.700846007319318e+25
726.0,4.938359897252319e+25,2.899008630921977e+25,1.7032878057141174e+25
727.0,4.938359897252319e+25,2.902043627257744e+25,1.705721492805191e+25
728.0,4.938359897252319e+25,2.9050696211965742e+25,1.7081471048302196e+25
729.0,4.938359897252319e+25,2.9080866526610514e+25,1.7105646778165373e+25
730.0,4.938359897252319e+25,2.911094761338454e+25,1.7129742475826073e+25
731.0,4.938359897252319e+25,2.914093986682465e+25,1.715375849739563e+25
732.0,4.938359897252319e+25,2.917084367914909e+25,1.7177695196926625e+25
733.0,4.938359897252319e+25,2.920065944027426e+25,1.7201552926427742e+25
734.0,4.938359897252319e+25,2.9230387537831738e+25,1.7225332035878407e+25
735.0,4.938359897252319e+25,2.9260028357184922e+25,1.7249032873243005e+25
736.0,4.938359897252319e+25,2.928958228144545e+25,1.7272655784485674e+25
737.0,4.938359897252319e+25,2.9319049691489788e+25,1.7296201113584134e+25
738.0,4.938359897252319e+25,2.934843096597529e+25,1.7319669202543826e+25
739.0,4.938359897252319e+25,2.9377726481356506e+25,1.7343060391412309e+25
740.0,4.938359897252319e+25,2.9406936611900944e+25,1.736637501829249e+25
741.0,4.938359897252319e+25,2.943606172970511e+25,1.7389613419357073e+25
742.0,4.938359897252319e+25,2.946510220471008e+25,1.74127759288615e+25
743.0,4.938359897252319e+25,2.9494058404717003e+25,1.7435862879157967e+25
744.0,4.938359897252319e+25,2.9522930695402706e+25,1.7458874600708723e+25
745.0,4.938359897252319e+25,2.95517194403349e+25,1.7481811422099272e+25
746.0,4.938359897252319e+25,2.958042500098726e+25,1.7504673670051472e+25
747.0,4.938359897252319e+25,2.960904773675457e+25,1.7527461669436942e+25
748.0,4.938359897252319e+25,2.963758800496758e+25,1.7550175743289719e+25
749.0,4.938359897252319e+25,2.9666046160907787e+25,1.7572816212819191e+25
750.0,4.938359897252319e+25,2.9694422557822077e+25,1.7595383397422882e+25
751.0,4.938359897252319e+25,2.972271754693721e+25,1.7617877614699077e+25
752.0,4.938359897252319e+25,2.9750931477474344e+25,1.7640299180459308e+25
753.0,4.938359897252319e+25,2.977906469666315e+25,1.7662648408740967e+25
754.0,4.938359897252319e+25,2.980711754975599e+25,1.7684925611819335e+25
755.0,4.938359897252319e+25,2.983509038004219e+25,1.770713110022017e+25
756.0,4.938359897252319e+25,2.9862983528861556e+25,1.772926518273134e+25
757.0,4.938359897252319e+25,2.9890797335618475e+25,1.7751328166415486e+25
758.0,4.938359897252319e+25,2.9918532137795486e+25,1.77733203566213e+25
759.0,4.938359897252319e+25,2.994618827096684e+25,1.7795242056995834e+25
760.0,4.938359897252319e+25,2.9973766068811994e+25,1.7817093569496014e+25
761.0,4.938359897252319e+25,3.0001265863128877e+25,1.7838875194400287e+25
762.0,4.938359897252319e+25,3.0028687983847156e+25,1.786058723032019e+25
763.0,4.938359897252319e+25,3.005603275904139e+25,1.7882229974211816e+25
764.0,4.938359897252319e+25,3.008330051494393e+25,1.7903803721387032e+25
765.0,4.938359897252319e+25,3.011049157595787e+25,1.7925308765524983e+25
766.0,4.938359897252319e+25,3.013760626466989e+25,1.7946745398682964e+25
767.0,4.938359897252319e+25,3.0164644901862775e+25,1.7968113911307746e+25
768.0,4.938359897252319e+25,3.0191607806528205e+25,1.7989414592246336e+25
769.0,4.938359897252319e+25,3.0218495295878982e+25,1.801064772875707e+25
770.0,4.938359897252319e+25,3.0245307685361617e+25,1.8031813606520338e+25
771.0,4.938359897252319e+25,3.027204528866841e+25,1.80529125096493e+25
772.0,4.938359897252319e+25,3.0298708417749732e+25,1.8073944720700432e+25
773.0,4.938359897252319e+25,3.0325297382826023e+25,1.8094910520684136e+25
774.0,4.938359897252319e+25,3.0351812492399747e+25,1.8115810189075408e+25
775.0,4.938359897252319e+25,3.03782540532673e+25,1.8136644003823798e+25
776.0,4.938359897252319e+25,3.040462237053072e+25,1.8157412241364038e+25
777.0,4.938359897252319e+25,3.043091774760937e+25,1.8178115176626129e+25
778.0,4.938359897252319e+25,3.0457140486251523e+25,1.8198753083045433e+25
779.0,4.938359897252319e+25,3.0483290886545797e+25,1.8219326232572774e+25
780.0,4.938359897252319e+25,3.0509369246932557e+25,1.8239834895684388e+25
781.0,4.938359897252319e+25,3.0535375864215185e+25,1.8260279341391794e+25
782.0,4.938359897252319e+25,3.056131103357133e+25,1.8280659837251662e+25
783.0,4.938359897252319e+25,3.0587175048563913e+25,1.830097664937544e+25
784.0,4.938359897252319e+25,3.0612968201152238e+25,1.8321230042439038e+25
785.0,4.938359897252319e+25,3.0638690781702843e+25,1.8341420279692497e+25
786.0,4.938359897252319e+25,3.066434307900032e+25,1.836154762296929e+25
787.0,4.938359897252319e+25,3.0689925380258104e+25,1.8381612332696002e+25
788.0,4.938359897252319e+25,3.0715437971129144e+25,1.840161466790137e+25
789.0,4.938359897252319e+25,3.0740881135716425e+25,1.8421554886225812e+25
790.0,4.938359897252319e+25,3.0766255156583505e+25,1.8441433243930662e+25
791.0,4.938359897252319e+25,3.0791560314764775e+25,1.8461249995906855e+25
792.0,4.938359897252319e+25,3.081679688977597e+25,1.848100539568452e+25
793.0,4.938359897252319e+25,3.0841965159624314e+25,1.8500699695441737e+25
794.0,4.938359897252319e+25,3.086706540081865e+25,1.8520333146013262e+25
795.0,4.938359897252319e+25,3.0892097888379445e+25,1.8539905996899798e+25
796.0,4.938359897252319e+25,3.0917062895848956e+25,1.8559418496276452e+25
797.0,4.938359897252319e+25,3.094196069530099e+25,1.8578870891001334e+25
798.0,4.938359897252319e+25,3.096679155735076e+25,1.8598263426624565e+25
799.0,4.938359897252319e+25,3.0991555751164665e+25,1.8617596347396598e+25
800.0,4.938359897252319e+25,3.1016253544469985e+25,1.8636869896276816e+25
